model_id,method,ablation,task,eval_variant,steer_variant,rf_mode,steering_factor,topk,accuracy
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,5,0.07,0.44
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,5,0.09,0.74
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,5,0.1,0.74
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,5,0.5,0.0
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,5,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,0.01,0.04
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,0.05,0.26
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,0.07,0.36
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,0.09,0.62
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,0.1,0.62
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,0.5,0.0
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,4,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,0.01,0.06
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,0.03,0.0
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,0.05,0.08
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,0.07,0.18
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,0.09,0.4
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,0.1,0.4
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,0.5,0.1
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,2,1.0,0.0
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,0.01,0.06
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,0.03,0.04
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,0.05,0.04
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,0.07,0.08
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,0.09,0.16
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,0.1,0.16
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,0.5,0.74
Falcon3-10B-Instruct,atp,steer,from_female-long_to_male-long,long,single,comb,1,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.01,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.03,0.7
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.05,0.92
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.07,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.09,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.1,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.01,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.03,0.64
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.05,0.88
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.07,0.88
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.09,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.1,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.01,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.03,0.48
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.05,0.8
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.07,0.98
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.09,0.28
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.1,0.04
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.01,0.02
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.03,0.4
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.05,0.76
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.07,0.98
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.09,0.42
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.1,0.56
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.01,0.02
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.03,0.38
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.05,0.88
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.07,0.92
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.09,0.78
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.1,0.66
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.01,0.04
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.03,0.32
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.05,0.72
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.07,0.7
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.09,0.76
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.1,0.78
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,1.0,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.01,0.06
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.03,0.12
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.05,0.36
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.07,0.44
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.09,0.62
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.1,0.6
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.5,0.0
Qwen1.5-14B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.01,0.28
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.03,0.06
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.05,0.04
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.07,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.09,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.1,0.04
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.5,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,10,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.01,0.28
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.03,0.08
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.05,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.07,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.09,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.1,0.06
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.5,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,8,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.01,0.38
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.03,0.22
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.05,0.28
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.07,0.08
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.09,0.06
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.1,0.22
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.5,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,6,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.01,0.26
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.03,0.28
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.05,0.42
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.07,0.34
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.09,0.72
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.1,0.46
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.5,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,5,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.01,0.26
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.03,0.3
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.05,0.32
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.07,0.68
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.09,0.88
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.1,0.88
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.5,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,4,1.0,0.0
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.01,0.18
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.03,0.26
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.05,0.68
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.07,0.82
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.09,0.9
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.1,0.9
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.5,0.86
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,2,1.0,0.04
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.01,0.14
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.03,0.22
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.05,0.16
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.07,0.48
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.09,0.74
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.1,0.64
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.5,0.84
OLMo-2-1124-13B-DPO,atp,steer,from_female-long_to_male-long,long,long,comb,1,1.0,0.38
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.01,0.02
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.03,0.9
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.05,0.92
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.07,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.09,0.72
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.1,0.82
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.5,0.46
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,10,1.0,0.16
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.01,0.02
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.03,0.96
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.05,0.94
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.07,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.09,0.94
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.1,0.92
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.5,0.62
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,8,1.0,0.34
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.01,0.02
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.03,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.05,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.07,0.96
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.09,0.96
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.1,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.5,0.7
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,6,1.0,0.56
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.01,0.02
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.03,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.05,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.07,0.94
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.09,0.94
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.1,0.94
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.5,0.78
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,5,1.0,0.68
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.01,0.02
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.03,0.66
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.05,0.84
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.07,0.9
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.09,0.94
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.1,0.92
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.5,0.94
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,4,1.0,0.86
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.01,0.02
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.03,0.34
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.05,0.66
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.07,0.72
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.09,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.1,0.86
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.5,0.88
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,2,1.0,0.76
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.01,0.02
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.03,0.08
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.05,0.16
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.07,0.34
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.09,0.5
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.1,0.5
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.5,0.62
gemma-3-12b-it,atp,steer,from_female-long_to_male-long,long,long,comb,1,1.0,0.28
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.01,0.04
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.03,0.38
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.05,0.4
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.07,0.32
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.09,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.1,0.02
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,10,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.01,0.06
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.03,0.42
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.05,0.56
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.07,0.56
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.09,0.06
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.1,0.14
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,8,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.01,0.06
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.03,0.48
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.05,0.76
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.07,0.82
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.09,0.88
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.1,0.88
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,6,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.01,0.08
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.03,0.4
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.05,0.68
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.07,0.84
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.09,0.84
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.1,0.84
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,5,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.01,0.1
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.03,0.36
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.05,0.6
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.07,0.78
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.09,0.82
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.1,0.92
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,4,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.01,0.1
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.03,0.28
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.05,0.46
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.07,0.64
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.09,0.7
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.1,0.74
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,0.5,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,2,1.0,0.0
Qwen1.5-32B-Chat,atp,steer,from_female-long_to_male-long,long,long,comb,1,0.01,0.04
